 time            time            v(n1)           v(n2)           v(n3)           i(L1)           i(L2)           i(L3)
 2.04936161e+00  2.04936161e+00  9.52886949e-03  2.18802026e-05 -2.54216055e-06  9.03343070e-03  3.70841050e-04 -5.04687758e-06
 2.08558132e+00  2.08558132e+00  9.61675382e-03  1.20625706e-05 -2.62783891e-06  9.46717930e-03  3.69557792e-04 -6.09010089e-06
 2.12178152e+00  2.12178152e+00  9.67947043e-03  1.63210647e-06 -2.69484213e-06  9.90367541e-03  3.66358074e-04 -7.15006014e-06
 2.15756487e+00  2.15756487e+00  9.71550279e-03 -9.25925551e-06 -2.74162291e-06  1.03369384e-02  3.61218362e-04 -8.20672125e-06
 2.18985619e+00  2.18985619e+00  9.72484701e-03 -1.95593344e-05 -2.76642929e-06  1.07284857e-02  3.54821591e-04 -9.16101243e-06
 2.22744669e+00  2.22744669e+00  9.70671622e-03 -3.20765318e-05 -2.77361416e-06  1.11836102e-02  3.45184493e-04 -1.02632772e-05
 2.26968029e+00  2.26968029e+00  9.64744017e-03 -4.67607446e-05 -2.75298935e-06  1.16921929e-02  3.31439298e-04 -1.14775757e-05
 2.31598515e+00  2.31598515e+00  9.53302946e-03 -6.35340185e-05 -2.69480771e-06  1.22438298e-02  3.12697955e-04 -1.27620420e-05
 2.36357661e+00  2.36357661e+00  9.35930433e-03 -8.14043098e-05 -2.59603800e-06  1.28011498e-02  2.89316746e-04 -1.40108861e-05
 2.41382407e+00  2.41382407e+00  9.11165483e-03 -1.00832963e-04 -2.44935865e-06  1.33751107e-02  2.59991632e-04 -1.52274263e-05
 2.46522875e+00  2.46522875e+00  8.78759105e-03 -1.21147674e-04 -2.25558161e-06  1.39425472e-02  2.24982112e-04 -1.63386255e-05
